700,186,0.86375,400 500 500,1.035269555
300,186,0.87875,400 500 600,0.764791056
500,186,0.89,400 500 600,0.693091969
700,186,0.86,400 500 600,1.162438986
300,186,0.895,400 600 300,0.924782323
500,186,0.87625,400 600 300,0.912532431
700,186,0.86625,400 600 300,0.828251441
300,186,0.8775,400 600 400,1.031445521
500,186,0.85625,400 600 400,0.968928767
700,186,0.86875,400 600 400,0.747987251
300,186,0.8575,400 600 500,1.190221996
500,186,0.88875,400 600 500,0.730803798
700,186,0.8775,400 600 500,1.036958279
300,186,0.84875,400 600 600,0.952971159
500,186,0.8625,400 600 600,1.135961695
700,186,0.87875,400 600 600,0.87751918
300,186,0.85125,500 300 300,1.228291506
500,186,0.87375,500 300 300,0.78328213
700,186,0.86875,500 300 300,1.165835596
300,186,0.88625,500 300 400,0.947976493
500,186,0.86875,500 300 400,1.150133823
700,186,0.865,500 300 400,1.380160909
300,186,0.8775,500 300 500,0.990911795
500,186,0.875,500 300 500,1.046930161
700,186,0.86625,500 300 500,1.048214595
300,186,0.875,500 300 600,1.032747905
500,186,0.86875,500 300 600,1.151034832
700,186,0.88625,500 300 600,1.027959237
300,186,0.87375,500 400 300,1.057529999
500,186,0.89125,500 400 300,0.84274349
700,186,0.8775,500 400 300,1.054307419
300,186,0.8725,500 400 400,0.751849506
500,186,0.88625,500 400 400,0.998235992
700,186,0.88375,500 400 400,1.058936571
300,186,0.85875,500 400 500,1.15874202
500,186,0.865,500 400 500,0.994481567
700,186,0.86625,500 400 500,1.06525757
300,186,0.8575,500 400 600,1.233795816
500,186,0.86875,500 400 600,1.064682
700,186,0.8725,500 400 600,1.227526062
300,186,0.8725,500 500 300,1.129310039
500,186,0.87875,500 500 300,0.950533996
700,186,0.875,500 500 300,0.903144433
300,186,0.87375,500 500 400,1.104694371
500,186,0.8825,500 500 400,1.097122574
700,186,0.89125,500 500 400,0.934080373
300,186,0.8725,500 500 500,0.880087547
500,186,0.87125,500 500 500,0.993781536
700,186,0.8625,500 500 500,1.073676282
300,186,0.87125,500 500 600,0.638997881
500,186,0.86625,500 500 600,1.273607253
700,186,0.8775,500 500 600,0.813405532
300,186,0.875,500 600 300,0.664142406
500,186,0.89125,500 600 300,0.747864296
700,186,0.88125,500 600 300,1.116296128
300,186,0.87375,500 600 400,0.802755311
500,186,0.87125,500 600 400,0.803570791
700,186,0.87375,500 600 400,0.690870627
300,186,0.84875,500 600 500,0.770091189
500,186,0.88875,500 600 500,0.926848893
700,186,0.87125,500 600 500,1.024842075
300,186,0.8775,500 600 600,0.96138175
500,186,0.89,500 600 600,1.090470672
700,186,0.86375,500 600 600,1.271681288
300,186,0.87625,600 300 300,0.877351506
500,186,0.86375,600 300 300,1.126081366
700,186,0.87375,600 300 300,1.075982211
300,186,0.86875,600 300 400,0.9468512
500,186,0.8775,600 300 400,1.032364078
700,186,0.8675,600 300 400,1.053858758
300,186,0.8775,600 300 500,1.053935367
500,186,0.86625,600 300 500,1.2872589
700,186,0.875,600 300 500,1.152858372
300,186,0.8775,600 300 600,0.905820311
500,186,0.885,600 300 600,0.84244632
700,186,0.87,600 300 600,1.063756698
300,186,0.8675,600 400 300,0.993182815
500,186,0.88,600 400 300,1.012409528
700,186,0.85375,600 400 300,0.852936256
300,186,0.88125,600 400 400,1.056390117
500,186,0.84375,600 400 400,0.752666374
700,186,0.8725,600 400 400,1.044266778
300,186,0.87875,600 400 500,0.808738641
500,186,0.8675,600 400 500,0.938217464
700,186,0.86625,600 400 500,1.23274598
300,186,0.84125,600 400 600,1.004177018
500,186,0.8675,600 400 600,0.954050899
700,186,0.87625,600 400 600,0.841641043
300,186,0.88125,600 500 300,1.027129532
500,186,0.87125,600 500 300,1.027669779
700,186,0.86875,600 500 300,0.820965719
300,186,0.88875,600 500 400,0.95242716
500,186,0.87625,600 500 400,0.874577069
700,186,0.87375,600 500 400,1.004223087
300,186,0.83375,600 500 500,0.797237222
500,186,0.87625,600 500 500,0.488881897
700,186,0.86375,600 500 500,1.300186161
300,186,0.8675,600 500 600,0.754669472
500,186,0.8725,600 500 600,1.138468632
700,186,0.88875,600 500 600,1.007020937
300,186,0.8725,600 600 300,1.055081487
500,186,0.88125,600 600 300,0.94343028
700,186,0.86625,600 600 300,0.905419317
300,186,0.875,600 600 400,1.096732483
500,186,0.89125,600 600 400,0.754173308
700,186,0.865,600 600 400,1.132461908
300,186,0.85,600 600 500,1.092013046
500,186,0.87375,600 600 500,1.03715632
700,186,0.90125,600 600 500,0.887096542
300,186,0.885,600 600 600,0.959071598
500,186,0.85875,600 600 600,1.159376225
700,186,0.88125,600 600 600,1.065822862
